incident,user,loc_lat,loc_long,species,action,severity,status,timestamp
6972,0446857635,41.45001827064931,-84.796588440453,sea turtle,human wildlife conflict,P2,submitted,Oct 16 2019 22:25:49
6973,1403389892,37.84786734966422,-71.8453769107114,pangolin,poaching,P2,verified,Oct 04 2019 16:00:49
6974,4343169994,44.84638737967932,-98.81626760079615,pangolin,other,P2,actionable,Oct 31 2019 06:12:53
6975,4822004120,36.13914398665974,-112.43753669209936,rhino,human wildlife conflict,P3,actionable,Oct 02 2019 05:07:43
6976,0474963239,26.317136186997754,-120.13965600518279,rhino,poaching,P3,verified,Oct 09 2019 03:27:00
6977,4403987644,33.10170780984511,-74.44674045077238,gorilla,wildlife sightings,P3,actionable,Oct 05 2019 23:24:41
6978,1278295830,40.14960582449617,-72.52159604042299,sea turtle,wildlife sightings,P3,verified,Oct 24 2019 21:37:18
6979,1556408686,25.002751054657605,-95.69143718071004,elephant,poaching,P2,actionable,Oct 15 2019 02:41:51
6980,0211297650,43.51447357766864,-115.91888642094305,elephant,wildlife sightings,P0,submitted,Oct 11 2019 21:21:03
6981,1886181723,25.547222644064007,-78.5513120101582,pangolin,other,P0,verified,Nov 01 2019 00:22:47
6982,1355847742,39.670072075009365,-87.52148537727285,sea turtle,other,P3,actionable,Oct 28 2019 05:20:15
6983,0968135530,25.28614017025698,-101.03548840484018,rhino,wildlife sightings,P1,actionable,Oct 19 2019 12:41:16
6984,2902718344,45.992195988541056,-76.39296290378158,gorilla,animal mortality,P3,submitted,Oct 13 2019 12:31:06
6985,2169403378,30.132052369598284,-95.91113210416412,parrot,animal mortality,P2,submitted,Oct 23 2019 12:01:22
6986,3237957445,30.251181984903297,-84.73089644326203,parrot,human wildlife conflict,P1,submitted,Oct 30 2019 03:44:18
6987,2231197242,44.952204357315516,-123.02167751998533,parrot,animal mortality,P2,verified,Oct 06 2019 18:15:00
6988,4046995843,47.09739492948005,-116.05000286419734,elephant,poaching,P1,submitted,Oct 05 2019 11:17:45
6989,4096882879,44.38302039387509,-101.17232945364458,other,poaching,P3,submitted,Oct 05 2019 23:04:10
6990,2546549294,32.3394688552347,-72.3895369714919,pangolin,wildlife sightings,P3,actionable,Oct 16 2019 01:06:11
6991,2542197320,42.554616067203625,-79.31518485576782,parrot,wildlife sightings,P2,actionable,Oct 02 2019 02:37:39
6992,2086304255,45.416868626642355,-94.70172782600874,tiger,wildlife sightings,P3,submitted,Oct 22 2019 22:13:27
6993,0359443952,38.50934104864139,-76.59162105599742,pangolin,wildlife sightings,P0,submitted,Oct 07 2019 06:45:51
6994,3634458090,37.71642693286204,-108.05505825104865,pangolin,animal mortality,P2,actionable,Oct 07 2019 01:03:06
6995,4059735183,40.85255887880245,-122.06008263713096,parrot,wildlife sightings,P3,actionable,Oct 15 2019 05:21:03
6996,3702998234,39.92128022857855,-89.14766036268546,parrot,other,P3,actionable,Oct 29 2019 03:15:02
6997,1920283390,49.287852964907444,-76.81956307245284,pangolin,animal mortality,P1,actionable,Oct 07 2019 19:33:52
6998,4372123106,26.905633354820488,-89.02718044385114,pangolin,other,P3,submitted,Oct 08 2019 21:43:17
6999,3152243654,47.75451850123801,-101.54648531491299,pangolin,wildlife sightings,P2,submitted,Oct 30 2019 22:24:05
7000,2953653181,39.599478603597575,-112.33411213314726,sea turtle,poaching,P3,verified,Oct 17 2019 05:32:47
7001,0027544567,37.92086952650005,-94.47255906436483,gorilla,human wildlife conflict,P3,verified,Oct 16 2019 08:50:56
7002,2753900919,25.63403399348256,-112.40066994845289,gorilla,poaching,P1,verified,Oct 10 2019 10:52:15
7003,1413210664,42.842575894687215,-98.02058319453297,other,poaching,P1,verified,Oct 02 2019 15:02:30
7004,0954512612,43.48535354612153,-67.61689180597746,gorilla,animal mortality,P2,submitted,Oct 03 2019 17:37:19
7005,0607101639,46.80030463721409,-104.5838110600227,parrot,other,P2,actionable,Oct 24 2019 00:38:35
7006,2318085724,42.50498271785966,-119.60997856482564,other,poaching,P2,submitted,Oct 04 2019 22:39:52
7007,2122248022,26.104930762895172,-86.55652707584784,elephant,wildlife sightings,P3,actionable,Oct 31 2019 17:22:41
7008,1355847742,35.095456215989635,-75.14415145201266,parrot,poaching,P2,verified,Oct 22 2019 16:56:12
7009,0871718329,31.682596697860443,-93.45379900470651,gorilla,wildlife sightings,P3,actionable,Oct 27 2019 06:59:35
7010,1275850153,42.263987516962914,-107.719924731946,gorilla,other,P2,submitted,Oct 13 2019 21:47:16
7011,1667097324,38.908790195901844,-115.70717625430713,pangolin,human wildlife conflict,P3,actionable,Oct 27 2019 16:45:34
7012,0647355675,33.519973885195284,-83.5042456456051,rhino,poaching,P3,verified,Oct 05 2019 10:22:52
7013,0952454644,25.635090236667654,-98.2789469943798,other,wildlife sightings,P3,submitted,Oct 16 2019 17:49:47
7014,3625092102,45.87500956264909,-113.8349072945496,other,poaching,P2,verified,Oct 24 2019 16:08:53
7015,2933850531,28.399955281378595,-69.3640603247793,rhino,poaching,P2,verified,Oct 21 2019 23:08:48
7016,3176276353,39.0903390839744,-113.77472928021085,other,animal mortality,P2,verified,Oct 25 2019 20:53:05
7017,3710351737,41.0661935990902,-73.45685228344809,other,human wildlife conflict,P3,verified,Oct 07 2019 15:54:07
7018,0951370102,32.99310252003405,-75.01260981077871,parrot,human wildlife conflict,P2,verified,Oct 03 2019 23:21:19
7019,0492166378,36.10137277205211,-68.89075915557795,gorilla,other,P2,submitted,Oct 22 2019 13:31:22
7020,3201949101,40.34410793446686,-81.22864730772852,pangolin,poaching,P1,verified,Oct 18 2019 23:44:01
7021,2344162167,44.20609023309612,-94.17078212304865,tiger,human wildlife conflict,P2,actionable,Oct 23 2019 21:57:19
7022,1408800743,36.229103094994045,-124.42800585771657,sea turtle,poaching,P2,submitted,Oct 09 2019 08:37:44
7023,2407377662,34.00899633242281,-67.25569358715076,sea turtle,wildlife sightings,P3,submitted,Oct 07 2019 11:29:39
7024,0976809981,30.187288380587503,-68.3732511505372,other,poaching,P2,actionable,Oct 31 2019 20:27:29
7025,2357328569,43.64360668652179,-75.79391491356515,parrot,poaching,P2,verified,Oct 26 2019 06:18:44
7026,0502814981,25.629101664387434,-78.45589055378571,parrot,human wildlife conflict,P3,submitted,Oct 11 2019 08:04:53
7027,4635979977,48.444520265536106,-70.37765370817641,pangolin,animal mortality,P3,verified,Oct 01 2019 02:31:32
7028,1151308271,26.730731908052405,-111.96139418520687,elephant,other,P3,verified,Oct 19 2019 17:25:55
7029,2164685630,39.466312655781415,-96.59133120150005,pangolin,wildlife sightings,P3,verified,Oct 02 2019 10:49:16
7030,0172985919,48.94577233816517,-68.49489909314998,pangolin,animal mortality,P2,actionable,Oct 22 2019 14:02:50
7031,2153584095,48.20563645057359,-124.78158757033212,gorilla,wildlife sightings,P3,actionable,Nov 01 2019 02:53:43
7032,3307312411,42.72517691147418,-118.28820131961142,other,wildlife sightings,P2,verified,Oct 02 2019 08:06:27
7033,2168072912,49.05413029560276,-71.68327948335931,gorilla,other,P3,submitted,Oct 08 2019 00:17:28
7034,1634316056,24.82197599186247,-87.85187469483814,sea turtle,wildlife sightings,P0,actionable,Oct 29 2019 08:03:26
7035,0255207277,43.81754142695743,-115.93143584541457,tiger,other,P3,submitted,Oct 04 2019 14:21:00
7036,1417420949,40.4969812733875,-74.67629790457836,pangolin,other,P0,verified,Oct 06 2019 02:49:30
7037,0056552801,30.00989619971652,-74.24207332003374,elephant,poaching,P2,submitted,Oct 13 2019 07:27:12
7038,4475073596,36.59339109563497,-70.68942007934959,gorilla,animal mortality,P1,actionable,Oct 05 2019 17:10:31
7039,2879140281,46.62952012465391,-94.53881147279839,pangolin,other,P2,submitted,Oct 03 2019 20:27:51
7040,3049887781,24.77051636153972,-86.35829852364381,pangolin,human wildlife conflict,P2,submitted,Oct 03 2019 00:27:58
7041,1327939723,37.193380737533836,-115.72463439533132,gorilla,wildlife sightings,P1,submitted,Oct 28 2019 01:55:58
7042,1089687385,41.51392363747941,-81.35391675456978,tiger,other,P3,verified,Oct 06 2019 08:55:23
7043,1514086153,29.248792384191862,-123.62123054100736,elephant,wildlife sightings,P3,actionable,Oct 09 2019 22:24:53
7044,0590105989,34.49814789937173,-94.32525216949458,tiger,human wildlife conflict,P3,submitted,Oct 01 2019 11:03:56
7045,1291637773,34.67041682583944,-113.65844058491402,pangolin,wildlife sightings,P3,verified,Oct 08 2019 05:55:54
7046,3029500073,39.71218035707926,-100.94382152111527,gorilla,poaching,P1,verified,Oct 14 2019 13:36:02
7047,1740744042,43.67204861291073,-114.02031435970086,parrot,other,P3,submitted,Oct 07 2019 07:31:50
7048,3206043199,28.13151895938833,-67.18558882682174,gorilla,animal mortality,P3,verified,Oct 05 2019 21:52:01
7049,0231318462,41.983460410010906,-66.9848367965547,sea turtle,other,P1,verified,Oct 24 2019 15:40:50
7050,1580381648,29.739461713810357,-123.99943748116942,pangolin,wildlife sightings,P3,verified,Oct 31 2019 11:36:59
7051,2879140281,25.66250778818366,-100.21224830690919,sea turtle,wildlife sightings,P1,actionable,Oct 20 2019 19:54:08
7052,0715311697,26.962748284137312,-83.12701079651958,sea turtle,wildlife sightings,P2,verified,Oct 27 2019 06:20:03
7053,4229984045,28.96416605086284,-68.25541043683916,pangolin,human wildlife conflict,P2,actionable,Oct 03 2019 13:44:24
7054,1217065118,39.74462251555521,-108.92889218400573,rhino,animal mortality,P3,verified,Oct 27 2019 00:07:55
7055,4269078804,36.50463877378774,-117.24735100490209,elephant,human wildlife conflict,P2,submitted,Nov 01 2019 02:05:03
7056,3417216920,33.05454655584619,-103.8848613849842,rhino,animal mortality,P2,submitted,Oct 12 2019 08:33:37
7057,2344162167,39.39414576815108,-112.64112798775167,parrot,other,P2,verified,Oct 07 2019 16:29:06
7058,0424138376,40.34912875351597,-97.31235499898875,parrot,animal mortality,P1,submitted,Oct 24 2019 12:34:09
7059,4827528891,25.508188060073383,-104.32753229516389,parrot,poaching,P1,submitted,Oct 02 2019 06:53:09
7060,2203521012,26.516144083766005,-67.85426305137594,other,human wildlife conflict,P2,submitted,Oct 19 2019 23:55:27
7061,3635338747,30.790739188969866,-120.81027112390449,rhino,animal mortality,P3,verified,Oct 10 2019 04:47:24
7062,0909270593,31.40264516957328,-72.82046839182593,gorilla,animal mortality,P1,verified,Oct 06 2019 22:28:09
7063,4708062101,25.034087526125273,-108.8868963397903,pangolin,human wildlife conflict,P2,verified,Oct 25 2019 19:44:43
7064,4589289553,31.11208323581728,-73.57515066605295,tiger,animal mortality,P3,actionable,Oct 27 2019 13:57:23
7065,1722801507,38.77041844990637,-115.01229550834576,rhino,animal mortality,P1,submitted,Oct 20 2019 22:29:57
7066,4424531416,40.922933049958495,-104.61618192561839,rhino,animal mortality,P2,submitted,Oct 08 2019 00:08:15
7067,4647210116,30.619930009591144,-80.43458010232109,other,poaching,P2,verified,Nov 01 2019 01:07:58
7068,4241832306,45.946297105394684,-73.57404703073783,gorilla,poaching,P3,submitted,Oct 19 2019 21:01:53
7069,1108938273,31.388033719896022,-76.41586911815236,sea turtle,wildlife sightings,P2,actionable,Oct 17 2019 01:38:44
7070,0589648381,47.00323869389241,-98.37028031329244,rhino,poaching,P2,verified,Oct 09 2019 07:39:23
7071,4448641103,31.276146056533946,-118.15177481195637,parrot,wildlife sightings,P2,submitted,Oct 13 2019 18:19:53
7072,0122639275,45.518624505526255,-90.30572029327888,sea turtle,poaching,P2,actionable,Oct 19 2019 14:05:58
7073,2873895827,40.61026633133017,-121.359014844724,elephant,animal mortality,P1,verified,Oct 30 2019 03:06:09
7074,2164685630,36.93052588770924,-99.70570323890169,pangolin,poaching,P1,submitted,Oct 19 2019 09:55:11
7075,4822004120,28.073804855767627,-74.65399141460472,gorilla,human wildlife conflict,P2,actionable,Oct 19 2019 08:33:11
7076,0468122736,39.84612218301418,-115.93076012043507,sea turtle,wildlife sightings,P1,verified,Oct 23 2019 16:36:15
7077,3733827093,35.68342050539793,-66.99179271860567,gorilla,human wildlife conflict,P3,submitted,Oct 16 2019 13:17:14
7078,0448288681,41.70646429368918,-94.74380055161245,gorilla,wildlife sightings,P3,verified,Oct 16 2019 23:52:10
7079,0741438472,45.561428520676984,-115.35341042825854,pangolin,wildlife sightings,P1,actionable,Oct 20 2019 11:18:59
7080,2730827095,34.45291911791778,-98.19968724081994,other,poaching,P2,actionable,Oct 21 2019 21:10:33
7081,2153584095,27.266743952503276,-112.69688876242564,elephant,poaching,P3,submitted,Oct 09 2019 19:08:44
7082,0432668795,45.09360485197951,-89.30645155733205,parrot,other,P2,verified,Oct 27 2019 01:28:36
7083,0291708551,31.83469767254487,-120.04786513476634,parrot,animal mortality,P1,submitted,Oct 16 2019 00:14:40
7084,0708757565,34.42585631178376,-81.43759264475207,elephant,other,P0,submitted,Oct 03 2019 02:24:39
7085,3422642634,47.00803628182133,-119.84953748225578,gorilla,human wildlife conflict,P2,actionable,Oct 02 2019 09:11:22
7086,4936986264,37.881205525043256,-74.91196480104202,tiger,animal mortality,P1,verified,Nov 01 2019 10:17:04
7087,0995103715,41.03465313317371,-119.8692315933252,gorilla,animal mortality,P2,submitted,Oct 01 2019 08:37:29
7088,3779537016,33.48544246675269,-86.82504655097415,gorilla,human wildlife conflict,P1,submitted,Oct 07 2019 21:14:29
7089,2203521012,25.140923200250263,-90.02285450033773,parrot,wildlife sightings,P3,actionable,Oct 18 2019 05:52:40
7090,0359443952,37.8063505944201,-118.2431778995381,other,animal mortality,P2,actionable,Oct 06 2019 20:21:28
7091,1140489152,38.42300047482317,-79.0905422328299,elephant,poaching,P2,verified,Oct 08 2019 11:31:57
7092,1300862751,32.084291081283766,-109.14837160801363,sea turtle,human wildlife conflict,P3,verified,Oct 20 2019 20:51:22
7093,3642214205,30.027175477083386,-105.50360676299081,gorilla,poaching,P3,submitted,Oct 14 2019 16:07:26
7094,1205775819,42.75946858496172,-88.12646179327717,rhino,poaching,P3,verified,Oct 24 2019 12:05:27
7095,0163794254,28.66568908963307,-72.78976261846272,parrot,human wildlife conflict,P1,actionable,Oct 03 2019 23:28:43
7096,0704522174,35.58943103569287,-106.00033582990247,sea turtle,other,P3,actionable,Oct 27 2019 13:14:11
7097,0300785327,47.985292689302824,-97.15540776046461,rhino,other,P3,actionable,Oct 25 2019 12:11:09
7098,2267477958,46.162692524512266,-96.42105816494032,rhino,human wildlife conflict,P3,verified,Oct 28 2019 15:37:26
7099,2232255288,47.446003922064634,-73.09865733804617,tiger,wildlife sightings,P2,verified,Oct 03 2019 12:13:36
7100,2484729655,26.762843749427912,-87.50420486569124,pangolin,poaching,P1,actionable,Oct 31 2019 16:44:59
7101,2560923201,45.313561534265205,-70.67784512550094,tiger,wildlife sightings,P3,actionable,Oct 21 2019 07:03:09
7102,0041183549,26.086022232400147,-79.5365041726239,parrot,wildlife sightings,P2,actionable,Oct 03 2019 02:46:23
7103,1500881984,33.19188732553623,-117.18905861329385,tiger,animal mortality,P3,submitted,Oct 14 2019 10:58:38
7104,1803965699,28.474022119934048,-88.90373537266875,pangolin,human wildlife conflict,P3,actionable,Oct 14 2019 21:59:08
7105,2777451349,25.717554993004953,-122.12864775021822,tiger,animal mortality,P2,actionable,Oct 10 2019 02:59:48
7106,2826034265,40.611613710228596,-107.95842935410383,rhino,poaching,P3,verified,Oct 04 2019 14:15:43
7107,4923921170,44.46589283573367,-86.95236706298766,parrot,human wildlife conflict,P3,verified,Oct 08 2019 18:16:36
7108,2267477958,34.20038319382334,-101.93284685174379,other,human wildlife conflict,P1,verified,Oct 02 2019 12:24:21
7109,4493994733,31.829839682520113,-107.2020815915932,tiger,other,P3,verified,Oct 24 2019 05:44:52
7110,0994840389,30.24850669231671,-98.36133248533197,rhino,human wildlife conflict,P2,verified,Oct 01 2019 18:31:45
7111,1769262086,41.80191980162436,-74.85467860680922,pangolin,poaching,P2,verified,Oct 09 2019 09:22:00
7112,3036299797,44.724031113521114,-122.76979444132391,other,human wildlife conflict,P1,submitted,Oct 17 2019 20:39:19
7113,4051435227,34.79180975559736,-123.97038851731517,tiger,wildlife sightings,P3,verified,Oct 21 2019 16:26:36
7114,0424138376,25.588116864239062,-82.26782264754911,rhino,animal mortality,P3,submitted,Oct 20 2019 16:33:22
7115,2737392554,28.6039778602068,-67.5068431374919,elephant,poaching,P3,verified,Oct 24 2019 22:31:20
7116,1061330982,30.90827827640139,-112.56059119390156,tiger,human wildlife conflict,P2,actionable,Oct 16 2019 19:24:18
7117,2232011123,34.945122735287754,-108.0576112846935,parrot,animal mortality,P3,verified,Oct 02 2019 14:07:05
7118,1503539987,29.605912663316296,-69.10385239406975,rhino,wildlife sightings,P2,actionable,Oct 20 2019 23:15:20
7119,0027544567,25.05639153967214,-80.23484091597606,tiger,poaching,P2,actionable,Oct 31 2019 02:05:35
7120,1159893624,32.022106566896504,-110.88357679770456,sea turtle,other,P2,actionable,Oct 11 2019 03:50:08
7121,3414411123,47.57784810453349,-70.3755102526377,other,other,P2,verified,Oct 16 2019 10:02:37
7122,0573282798,44.7010436906957,-89.11262902079463,parrot,human wildlife conflict,P1,verified,Oct 10 2019 15:39:19
7123,3206043199,36.897857227654356,-120.82816639845919,tiger,wildlife sightings,P2,actionable,Oct 04 2019 19:50:55
7124,5056286778,34.8297885012256,-86.71391290446273,rhino,wildlife sightings,P3,verified,Oct 01 2019 04:35:03
7125,3170772576,29.80576568476002,-84.5431636940464,sea turtle,poaching,P3,submitted,Oct 10 2019 20:45:14
7126,3232385483,35.464460817879115,-77.26266154655106,parrot,wildlife sightings,P2,verified,Oct 18 2019 11:45:06
7127,4635979977,39.258856455905054,-74.25283522150423,elephant,animal mortality,P3,submitted,Oct 07 2019 07:01:51
7128,2313177786,47.89385549667249,-88.01204902411294,other,wildlife sightings,P3,actionable,Oct 20 2019 14:24:37
7129,0244695637,25.337237215920265,-124.06539603741598,gorilla,animal mortality,P3,actionable,Oct 02 2019 17:12:20
7130,2242684437,30.106358410610795,-83.95954952692475,pangolin,wildlife sightings,P3,submitted,Oct 19 2019 18:31:43
7131,2404410806,47.2397480587179,-98.44700224834286,pangolin,wildlife sightings,P1,submitted,Oct 05 2019 04:38:42
7132,4589289553,45.12363080844136,-83.7592581491559,parrot,wildlife sightings,P3,submitted,Oct 03 2019 14:20:50
7133,4475073596,41.84697722485305,-113.1559512864418,tiger,wildlife sightings,P2,verified,Oct 17 2019 04:47:23
7134,1124654268,44.20501107174256,-85.97469436817273,parrot,wildlife sightings,P1,submitted,Oct 24 2019 21:47:27
7135,1384172592,39.94532264969238,-71.47887934426227,pangolin,animal mortality,P2,submitted,Oct 24 2019 08:39:52
7136,2174305087,46.9924570644629,-98.23953911586563,sea turtle,poaching,P1,actionable,Oct 17 2019 14:40:41
7137,4055236050,40.72780265941697,-77.14110561726932,gorilla,human wildlife conflict,P2,actionable,Oct 23 2019 07:38:48
7138,3564747468,43.548279539016505,-114.34870839273185,gorilla,human wildlife conflict,P3,submitted,Oct 23 2019 12:04:29
7139,2766944041,28.861444280580752,-71.58840159205516,pangolin,poaching,P1,verified,Oct 07 2019 00:29:37
7140,1471293461,32.690021110077105,-77.28544595835208,sea turtle,animal mortality,P2,actionable,Oct 12 2019 11:05:07
7141,1556408686,45.98932340970406,-74.58752763034204,sea turtle,poaching,P3,actionable,Nov 01 2019 20:03:12
7142,1318158668,39.92472141413615,-81.43468546644513,rhino,human wildlife conflict,P0,actionable,Oct 03 2019 20:56:55
7143,4395480820,45.26662525576293,-69.49070547652698,elephant,animal mortality,P3,submitted,Oct 21 2019 06:11:54
7144,4744470139,39.24802545467173,-73.17534321600279,gorilla,animal mortality,P2,actionable,Oct 28 2019 18:10:21
7145,3244592707,36.25008434129306,-78.37952701389187,parrot,poaching,P3,actionable,Oct 18 2019 21:30:57
7146,3036299797,42.317966168250265,-96.37516289328984,other,animal mortality,P2,verified,Oct 27 2019 20:44:26
7147,2763557416,31.206090051618393,-108.31679575847141,sea turtle,animal mortality,P1,actionable,Oct 25 2019 06:01:48
7148,2057141215,41.949939343950774,-80.08878583047579,tiger,human wildlife conflict,P1,verified,Oct 04 2019 01:50:34
7149,1417420949,33.20369385061683,-86.19130117569387,other,wildlife sightings,P2,submitted,Oct 07 2019 17:09:26
7150,5064333088,28.472580103222544,-72.64653692528329,sea turtle,wildlife sightings,P1,submitted,Oct 20 2019 08:08:12
7151,3724584149,40.50609563078238,-83.25639439210036,pangolin,human wildlife conflict,P3,actionable,Oct 27 2019 21:32:39
7152,0502814981,25.405286610066266,-83.74395693653045,pangolin,other,P2,verified,Oct 11 2019 16:20:27
7153,4051435227,40.07222031380762,-78.03901089204206,gorilla,wildlife sightings,P3,verified,Oct 27 2019 20:53:21
7154,1514086153,45.29261467022762,-103.32872509656141,elephant,other,P2,verified,Oct 18 2019 15:51:10
7155,0446857635,42.979276010231224,-111.87305758189082,tiger,other,P2,actionable,Oct 04 2019 08:57:17
7156,4822004120,31.83927591281996,-109.62063422334087,elephant,animal mortality,P3,submitted,Oct 12 2019 14:15:42
7157,0712409768,34.07955310651379,-83.4993530977941,elephant,wildlife sightings,P3,submitted,Oct 16 2019 23:13:03
7158,4096882879,36.33850918066434,-94.07869343164373,other,human wildlife conflict,P3,submitted,Oct 24 2019 11:11:54
7159,1006324433,30.043523579569467,-93.9509141355203,rhino,human wildlife conflict,P3,verified,Oct 25 2019 06:56:12
7160,2902718344,34.499330516434185,-71.88653509208171,parrot,human wildlife conflict,P0,submitted,Oct 27 2019 18:36:49
7161,3123051056,36.537379411162995,-72.56727150425705,rhino,wildlife sightings,P3,submitted,Oct 02 2019 22:27:39
7162,5034777698,27.51562292166166,-93.66241433973228,pangolin,poaching,P2,submitted,Oct 11 2019 07:04:39
7163,2448487054,45.23587276785562,-79.05199055194731,tiger,human wildlife conflict,P3,verified,Oct 17 2019 20:35:10
7164,0976809981,44.31110965593963,-123.54107515768092,other,wildlife sightings,P3,actionable,Oct 18 2019 06:23:46
7165,2015141522,27.66471438667209,-123.78166343912358,rhino,poaching,P3,submitted,Oct 20 2019 05:10:26
7166,3244592707,33.043478867764684,-87.1599508623348,tiger,other,P1,submitted,Nov 01 2019 08:58:12
7167,4924805630,38.473568065365214,-99.75014526712127,gorilla,wildlife sightings,P2,submitted,Oct 03 2019 06:08:32
7168,0172985919,44.447491941261674,-69.38232384281181,gorilla,animal mortality,P1,submitted,Oct 03 2019 08:01:34
7169,0976227137,29.241906865321972,-115.54332415614395,tiger,human wildlife conflict,P3,verified,Oct 12 2019 01:51:04
7170,2169403378,41.55711272195795,-108.43855843430218,pangolin,poaching,P2,actionable,Oct 26 2019 01:31:34
7171,2402388067,27.677050966460527,-100.38596197906693,other,other,P3,actionable,Oct 28 2019 19:56:52
7172,0244695637,28.204782676385364,-107.84079369312701,parrot,wildlife sightings,P1,actionable,Oct 18 2019 11:48:51
7173,1271721029,25.797738431385007,-124.43116079930074,tiger,human wildlife conflict,P2,actionable,Oct 03 2019 02:01:49
7174,2697600304,39.589772408395405,-121.40069388402816,parrot,poaching,P0,submitted,Oct 12 2019 09:30:37
7175,2357328569,43.59374312683978,-68.36529183900922,gorilla,poaching,P2,actionable,Oct 12 2019 03:34:53
7176,1673127888,25.462682303176013,-75.64999082123674,parrot,poaching,P2,actionable,Oct 11 2019 08:11:17
7177,0469680873,38.5950924892133,-70.2983416531738,other,other,P2,verified,Oct 17 2019 11:02:09
7178,0599951906,38.300391052286784,-111.87373703436023,other,other,P3,verified,Oct 28 2019 00:44:23
7179,1911571135,27.248398000101727,-116.945035850431,elephant,wildlife sightings,P3,actionable,Oct 16 2019 10:42:57
7180,1278295830,26.770403989716893,-102.51980142065787,gorilla,other,P1,submitted,Oct 18 2019 10:54:04
7181,2185185491,25.46058827506699,-106.62622572264718,elephant,animal mortality,P1,submitted,Oct 03 2019 20:44:01
7182,0704522174,38.03167713473124,-109.40360515150915,pangolin,animal mortality,P3,actionable,Oct 29 2019 20:59:19
7183,4720870427,43.020896084868596,-123.76586760879529,rhino,human wildlife conflict,P0,submitted,Oct 29 2019 01:37:07
7184,0255207277,24.840765569797334,-103.14875593437284,tiger,poaching,P3,submitted,Oct 02 2019 01:10:45
7185,1474898986,43.21978643299741,-75.21183198105055,parrot,other,P3,submitted,Oct 02 2019 16:01:25
7186,1673127888,34.404734129373836,-72.96821575026348,tiger,human wildlife conflict,P3,verified,Oct 04 2019 16:01:48
7187,0234937877,33.241569887542106,-86.5637091241209,sea turtle,animal mortality,P2,verified,Oct 11 2019 01:22:51
7188,4702202404,30.26208595500215,-82.94376302251553,other,poaching,P1,verified,Nov 01 2019 01:59:58
7189,0114451305,29.625057246987232,-106.81630043062111,sea turtle,wildlife sightings,P1,verified,Oct 31 2019 20:11:18
7190,1803965699,37.41570583076581,-112.41713495283228,gorilla,other,P3,actionable,Oct 20 2019 15:00:22
7191,4371135597,42.60347387061528,-93.90465085208712,gorilla,poaching,P2,submitted,Oct 12 2019 05:10:43
7192,4679010074,34.11852596596369,-87.4769484718643,other,animal mortality,P1,submitted,Oct 09 2019 03:01:28
7193,4469851958,43.18264877568953,-84.83724135422085,pangolin,wildlife sightings,P0,submitted,Oct 09 2019 06:44:31
7194,2575368063,47.6573058628062,-92.01050060556898,rhino,poaching,P2,verified,Nov 01 2019 21:29:16
7195,1924148127,49.22330300549005,-101.16529185537587,sea turtle,wildlife sightings,P3,actionable,Oct 19 2019 05:20:03
7196,3318561593,34.61574489423433,-95.12990372695565,gorilla,animal mortality,P3,submitted,Oct 03 2019 05:01:01
7197,2623724845,48.62004443922639,-83.31338852272134,sea turtle,animal mortality,P3,verified,Oct 30 2019 10:17:07
7198,2067094544,29.62755731257607,-121.93476804483352,tiger,human wildlife conflict,P3,verified,Oct 12 2019 12:19:54
7199,3733827093,31.04954904199476,-75.73509580630741,elephant,animal mortality,P3,submitted,Oct 03 2019 22:21:33
7200,4395565828,34.65104324922518,-122.52195299144188,parrot,animal mortality,P0,verified,Oct 23 2019 08:38:53
7201,4616934625,40.84124311350012,-114.20745151279151,rhino,human wildlife conflict,P1,submitted,Oct 01 2019 17:25:45
7202,0244695637,45.827946660265496,-74.42157559978546,rhino,poaching,P2,actionable,Oct 15 2019 02:15:28
7203,2423426263,35.22714263603416,-114.68615319425237,other,animal mortality,P2,submitted,Oct 26 2019 03:45:24
7204,3634534252,27.510764235361147,-79.58954043482116,tiger,other,P3,verified,Oct 04 2019 18:55:35
7205,0038687773,47.88104338608051,-100.76569386104552,gorilla,poaching,P2,actionable,Oct 29 2019 17:19:59
7206,2085658892,40.0501185587069,-122.43515133480614,sea turtle,poaching,P3,verified,Oct 17 2019 11:09:38
7207,2497101346,33.63308586719468,-111.3578860007429,tiger,human wildlife conflict,P3,submitted,Oct 28 2019 01:22:53
7208,0969303333,40.774185547926784,-77.8215648274396,gorilla,poaching,P3,submitted,Oct 05 2019 07:23:51
7209,4360635843,45.002255665906006,-123.09931121975822,pangolin,human wildlife conflict,P2,actionable,Oct 16 2019 08:30:45
7210,2402388067,31.926572908453263,-71.51274196551623,pangolin,wildlife sightings,P1,verified,Oct 03 2019 07:41:22
7211,3094395465,44.54308784217899,-120.00280297562303,parrot,wildlife sightings,P2,verified,Oct 01 2019 02:13:56
7212,1988503242,25.533894795734813,-94.17226549455243,rhino,animal mortality,P3,verified,Oct 30 2019 14:29:10
7213,3469338571,45.88599315143512,-85.81396163305007,elephant,animal mortality,P1,actionable,Oct 24 2019 07:49:07
7214,2129006458,45.721835675486346,-104.29563708562492,other,wildlife sightings,P3,submitted,Oct 08 2019 15:44:50
7215,4824274055,31.239408467170765,-90.27392980190214,elephant,human wildlife conflict,P2,submitted,Oct 19 2019 09:57:02
7216,4348492377,38.54231625545109,-118.05191229228225,elephant,poaching,P0,submitted,Oct 04 2019 00:22:19
